DateTime,NOx,NO2,NO,SiteID,PM10,NVPM10,VPM10,NVPM2.5,PM2.5,VPM2.5,CO,O3,SO2,Temperature,RH,Air Pressure,Location,geo_point_2d,DateStart,DateEnd,Current,Instrument Type
2019-05-14 03:00:00+00:00,29.25,24.75,3.25,501,12.575,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-14 10:00:00+00:00,114.75,52.0,41.0,501,24.375,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-14 19:00:00+00:00,114.25,63.0,33.5,501,16.725,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-15 05:00:00+00:00,19.75,18.0,1.5,501,11.8,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-15 09:00:00+00:00,210.25,77.75,86.25,501,29.125,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-15 12:00:00+00:00,113.75,54.25,39.0,501,35.5,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-16 09:00:00+00:00,173.25,73.25,65.25,501,40.95,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-16 10:00:00+00:00,161.25,51.25,71.75,501,59.325,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-17 12:00:00+00:00,199.0,80.5,77.5,501,22.3,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-17 22:00:00+00:00,58.5,45.25,8.5,501,25.4,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-18 05:00:00+00:00,35.25,25.25,6.5,501,15.275,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-18 15:00:00+00:00,223.5,74.75,96.75,501,33.25,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-19 15:00:00+00:00,128.75,56.75,46.75,501,21.675,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-20 00:00:00+00:00,72.0,39.25,21.5,501,9.3,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-20 01:00:00+00:00,35.0,22.75,8.0,501,9.7,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-20 07:00:00+00:00,160.75,58.0,67.0,501,13.85,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-20 08:00:00+00:00,277.25,91.75,120.75,501,18.4,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-20 10:00:00+00:00,240.0,84.0,101.25,501,29.925,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-20 15:00:00+00:00,213.0,82.75,85.25,501,18.375,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-20 20:00:00+00:00,241.0,94.75,95.25,501,20.625,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-21 04:00:00+00:00,32.0,21.5,7.0,501,8.7,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-22 05:00:00+00:00,68.25,37.5,20.0,501,37.625,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-22 08:00:00+00:00,487.5,94.25,256.0,501,31.175,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-22 12:00:00+00:00,316.25,102.75,139.25,501,28.925,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-22 13:00:00+00:00,322.0,111.75,137.25,501,21.7,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-22 14:00:00+00:00,98.49751743577302,39.48801518522487,39.09826444488525,501,22.3,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-22 19:00:00+00:00,268.75,101.75,108.5,501,28.725,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-22 23:00:00+00:00,243.5,98.5,94.75,501,14.45,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-23 01:00:00+00:00,140.25,61.75,51.0,501,23.15,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-24 07:00:00+00:00,315.75,90.5,147.0,501,17.95,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-24 17:00:00+00:00,230.75,85.5,94.5,501,30.15,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-25 01:00:00+00:00,130.75,50.5,52.5,501,20.475,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-25 02:00:00+00:00,106.25,42.25,41.75,501,19.4,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-25 07:00:00+00:00,100.0,35.5,42.0,501,30.6,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-25 12:00:00+00:00,184.25,60.0,81.0,501,18.425,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-25 14:00:00+00:00,253.5,78.0,114.5,501,20.025,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-25 23:00:00+00:00,139.25,53.25,56.0,501,22.275,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-27 16:00:00+00:00,99.0,40.25,38.5,501,24.15,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-27 18:00:00+00:00,86.75,33.5,34.5,501,21.9,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-27 21:00:00+00:00,94.25,36.5,37.75,501,18.975,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-27 23:00:00+00:00,145.0,54.0,59.25,501,17.75,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-28 17:00:00+00:00,217.75,79.75,89.75,501,14.475,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-28 19:00:00+00:00,310.75,95.5,140.75,501,13.65,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-28 22:00:00+00:00,156.5,72.5,54.75,501,11.375,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-29 04:00:00+00:00,54.0,31.25,14.75,501,11.175,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-30 08:00:00+00:00,297.25,78.0,142.75,501,24.0,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-30 17:00:00+00:00,152.75,54.25,64.25,501,15.7,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-30 18:00:00+00:00,184.75,73.75,72.75,501,16.125,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-31 05:00:00+00:00,32.0,12.0,12.75,501,11.375,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-31 06:00:00+00:00,73.75,25.75,31.0,501,8.7,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
2019-05-31 13:00:00+00:00,288.0,80.5,135.25,501,22.5,13.975166992249031,3.445466002898733,9.139141177051933,11.522119312803936,3.292385234965657,0.3706192803956118,45.15218568851587,1.7581518031743144,9.48951069974616,18.555306606898537,DefaultValue,Colston Avenue,"51.455269382758324, -2.596648828557916",2018-11-30T00:00:00+00:00,2015-12-31T00:00:00+00:00,True,Continuous Reference
